House #,Total_Bathrooms,AC,Num_Units,Total_Rooms,Bedrooms,Remodel_10_Years,Sale_Date,Price,Sale_Num,Square_Footage,Condition,Exterior_Wall,Roof,Interior_Wall,Kitchens,Fireplaces,Land_Area,Census_track,grade_5_english_75_N,grade_5_english_25_N,grade_5_math_75_N,grade_5_math_25_N,grade_8_english_75_N,grade_8_english_25_N,grade_8_math_75_N,grade_8_math_25_N,grade_9_12_english_75_N,grade_9_12_english_25_N,grade_9_12_math_75_N,grade_9_12_math_25_N,Starbucks_count_N,McDonalds_count_N,Population_size,Percent_White,Percent_Black,Percent_AmInd,Percent_Asian,Percent_HI_PI,Percent_Other_mixed,Percent_Hispanic,Percent_18plus,Total_Housing_Units,Percent_Occupied,Percent_Vacant,FAGI_Total,FAGI_Median
449,4.5,Y,1,10,5,1,2/29/16 0:00,1210000,4,3438,Good,Common Brick,Comp Shingle,Hardwood,1,1,7800,2600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2166,0.422899354,0.473684211,0.002770083,0.030932595,0,0.079870729,0.068790397,0.838411819,1001,0.946053946,0.053946054,170973446,81819
450,2.5,N,1,7,4,1,2/29/16 0:00,835000,2,2268,Good,Wood Siding,Comp Shingle,Hardwood,1,1,2276,2000.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2340,0.255555556,0.500854701,0.004273504,0.026068376,0.001709402,0.218803419,0.268803419,0.810683761,1026,0.891812865,0.108187135,94288662,34251
451,3,Y,1,7,3,1,2/29/16 0:00,28798,2,2496,Good,Common Brick,Comp Shingle,Hardwood,1,1,5226,2000.02,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,3813,0.204038815,0.602412798,0.00367165,0.014162077,0.002360346,0.178599528,0.208234986,0.785208497,1436,0.928969359,0.071030641,137968594,39738.5
452,1,N,1,7,3,0,2/29/16 0:00,431000,4,1260,Good,Common Brick,Metal- Sms,Hardwood,1,0,1782,2100.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5309,0.127142588,0.621774345,0.006404219,0.01864758,0.001695235,0.21925033,0.310981352,0.782633264,2183,0.908382959,0.091617041,126189873,30443
453,1.5,N,1,7,3,0,2/29/16 0:00,198450,2,1800,Average,Common Brick,Metal- Sms,Hardwood,1,1,1425,2100.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5309,0.127142588,0.621774345,0.006404219,0.01864758,0.001695235,0.21925033,0.310981352,0.782633264,2183,0.908382959,0.091617041,126189873,30443
454,1,N,1,8,4,0,2/29/16 0:00,575000,5,1358,Average,Common Brick,Comp Shingle,Hardwood,1,0,1798,2100.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5309,0.127142588,0.621774345,0.006404219,0.01864758,0.001695235,0.21925033,0.310981352,0.782633264,2183,0.908382959,0.091617041,126189873,30443
455,2.5,Y,1,7,4,1,2/29/16 0:00,775250,2,1559,Average,Common Brick,Built Up,Hardwood/Carp,1,1,1500,3300.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2134,0.344423618,0.569821931,0.003280225,0.019212746,0,0.071696345,0.059981256,0.86972821,982,0.903258656,0.096741344,98091822,61645
456,3.5,Y,1,8,4,1,2/29/16 0:00,590000,5,1414,Very Good,Common Brick,Built Up,Carpet,1,1,1350,2100.02,1,2,1,2,1,2,2,2,0.25,0.25,0.25,0.25,0,0,4648,0.085628227,0.770869191,0.003227194,0.00580895,0,0.145223752,0.155765921,0.785714286,2173,0.874367234,0.125632766,130031411,38248
457,1.5,N,1,10,3,0,2/29/16 0:00,750000,3,1360,Average,Common Brick,Slate,Hardwood,1,0,1800,2300.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2974,0.159381305,0.718560861,0.00672495,0.012441157,0.000672495,0.106926698,0.135171486,0.806321453,1168,0.915239726,0.084760274,104003314,43663
458,2,N,1,7,4,0,2/29/16 0:00,375000,4,1259,Good,Common Brick,Built Up,Hardwood,1,0,2170,9500.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3290,0.078115502,0.857446809,0.003343465,0.009118541,0,0.059574468,0.071428571,0.846504559,1742,0.905855339,0.094144661,82172651,38670.5
459,1.5,Y,1,7,3,0,2/29/16 0:00,340000,3,1684,Good,Common Brick,Built Up,Hardwood,1,0,3008,9500.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3290,0.078115502,0.857446809,0.003343465,0.009118541,0,0.059574468,0.071428571,0.846504559,1742,0.905855339,0.094144661,82172651,38670.5
460,4.5,Y,1,9,6,1,2/29/16 0:00,845000,3,2160,Very Good,Shingle,Comp Shingle,Hardwood,1,1,3750,9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4163,0.088878213,0.832812875,0.005524862,0.010088878,0,0.072303627,0.063896229,0.815998078,1792,0.921316964,0.078683036,139399116,52796.5
461,1,N,1,5,2,0,2/29/16 0:00,425000,3,1280,Average,Common Brick,Metal- Sms,Hardwood,1,0,1600,7900.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1774,0.087936866,0.86583991,0.003382187,0.005636979,0,0.045659526,0.053551297,0.793122886,880,0.884090909,0.115909091,53049430,47103
462,3,Y,2,9,5,0,3/1/16 0:00,1250000,2,2235,Good,Common Brick,Built Up,Hardwood,2,2,1213,5000.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1955,0.64398977,0.247570332,0.001534527,0.047058824,0,0.061381074,0.086445013,0.92173913,1003,0.949152542,0.050847458,147289866,78133
463,2.5,Y,2,6,2,1,3/1/16 0:00,835000,5,1330,Good,Stucco,Built Up,Hardwood,1,2,1311,4800.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2143,0.395240317,0.448436771,0.00419972,0.057396174,0.002333178,0.105459636,0.089127392,0.902473168,1208,0.892384106,0.107615894,122287899,63711
464,1.5,N,1,6,3,0,3/1/16 0:00,373000,3,1888,Average,Common Brick,Built Up,Hardwood/Carp,1,0,2046,8000.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2784,0.474497126,0.447916667,0.003591954,0.023347701,0.000359195,0.058189655,0.049568966,0.860991379,1391,0.924514738,0.075485262,144770934,75309.5
465,3.5,Y,1,6,2,0,3/1/16 0:00,1845150,5,1600,Good,Common Brick,Built Up,Hardwood,1,1,2480,200.02,0,0,0,0,0.5,0.5,0,0.5,0,0,0,0,2.098089151,0,5425,0.867281106,0.029308756,0.000921659,0.069124424,0.000552995,0.032995392,0.063225806,0.932903226,2143,0.902006533,0.097993467,429158437,115586
466,5,Y,1,14,6,0,3/1/16 0:00,2580000,2,5762,Very Good,Common Brick,Slate,Hardwood,1,3,23518,900.01,0,0,0,0,0,0,0,0,0,0,0,0,0.855198661,0,7175,0.855052265,0.036236934,0.002229965,0.062857143,0.000418118,0.045156794,0.060766551,0.854355401,1661,0.937989163,0.062010837,946256227,197155
467,2,N,2,10,5,0,3/1/16 0:00,750000,4,1612,Average,Stone,Comp Shingle,Hardwood,2,1,2400,1000.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7436,0.852877891,0.040075309,0.002286175,0.05809575,0.000268962,0.04908553,0.068854223,0.795857988,2834,0.962244178,0.037755822,567841867,131571
468,2.5,Y,1,9,3,0,3/1/16 0:00,936000,3,1369,Good,Common Brick,Slate,Hardwood,1,1,3646,1000.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7436,0.852877891,0.040075309,0.002286175,0.05809575,0.000268962,0.04908553,0.068854223,0.795857988,2834,0.962244178,0.037755822,567841867,131571
469,2.5,Y,1,7,3,1,3/1/16 0:00,972500,2,1700,Average,Common Brick,Slate,Hardwood,1,1,8483,1200,0,0,0,0,0,0,0,0,0,0,0,0,2.126263117,0,5008,0.813298722,0.054313099,0.003594249,0.077476038,0.000599042,0.051317891,0.079672524,0.866214058,2633,0.955563995,0.044436005,340349324,89304
470,4.5,Y,1,9,5,0,3/1/16 0:00,1486000,6,2313,Good,Common Brick,Slate,Hardwood,2,1,5978,500.02,0,0,0,0,0,0,0,0,0,0,0,0,4.45439854,0,3189,0.852931954,0.029789903,0.004703669,0.060206961,0,0.054248981,0.084979617,0.873628097,1774,0.926155581,0.073844419,316766139.2,89334
471,2.5,N,1,8,3,0,3/1/16 0:00,500000,4,1700,Average,Common Brick,Metal- Sms,Hardwood,1,0,1500,2500.01,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,2554,0.240015662,0.560689115,0.004306969,0.009788567,0.001566171,0.188332028,0.230618637,0.819107283,1042,0.96353167,0.03646833,87120014,35144
472,5.5,Y,2,11,6,1,3/1/16 0:00,2800000,4,5103,Good,Common Brick,Metal- Sms,Hardwood,2,7,3838,4000.01,0,0,0,0,0,0,0,0,0,0,0,0,9.389320474,0,3745,0.86435247,0.037116155,0.001335113,0.043257677,0.002136182,0.052336449,0.09212283,0.930841121,2489,0.926074729,0.073925271,269573000,85301.5
473,1,N,1,6,3,1,3/1/16 0:00,637000,3,1536,Good,Common Brick,Metal- Sms,Hardwood,1,0,2502,2500.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5973,0.249958145,0.417880462,0.006529382,0.015235225,0.0008371,0.299347062,0.423907584,0.807969195,2415,0.89068323,0.10931677,184029268,37513
474,3,Y,1,7,4,1,3/1/16 0:00,592500,5,1526,Good,Common Brick,Metal- Sms,Wood Floor,1,0,1992,2900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3962,0.405350833,0.314487633,0.007319536,0.031549722,0.001261989,0.213780919,0.345784957,0.849066128,1643,0.881314668,0.118685332,158259296,36677
475,3.5,Y,1,6,4,1,3/1/16 0:00,699900,4,1702,Good,Common Brick,Metal- Sms,Hardwood,1,1,3345,9500.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2910,0.148453608,0.790721649,0.00137457,0.014089347,0,0.065979381,0.038831615,0.836082474,1256,0.955414013,0.044585987,113767916,60025
476,1.5,Y,1,4,2,0,3/2/16 0:00,317250,2,1180,Average,Stucco,Neopren,Hardwood,1,1,1137,6600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1909,0.899947617,0.030382399,0.005762179,0.036668413,0.000523834,0.02933473,0.040859089,0.880041907,1143,0.888888889,0.111111111,138452048,90957
477,2.5,Y,1,7,2,1,3/2/16 0:00,1150000,4,2238,Good,Stone,Metal- Sms,Hardwood,1,2,1725,6700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3775,0.815099338,0.119735099,0.002913907,0.030198675,0.000529801,0.034701987,0.038940397,0.869668874,2008,0.929282869,0.070717131,302416019,101467.5
478,2.5,Y,1,6,2,0,3/2/16 0:00,710000,6,1368,Good,Brick/Stone,Metal- Sms,Wood Floor,1,0,1520,8000.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2784,0.474497126,0.447916667,0.003591954,0.023347701,0.000359195,0.058189655,0.049568966,0.860991379,1391,0.924514738,0.075485262,144770934,75309.5
479,4,Y,1,9,3,0,3/2/16 0:00,1400000,4,2720,Good,Common Brick,Slate,Hardwood,1,1,6300,800.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2869,0.833042872,0.037295225,0.001394214,0.080864413,0.000697107,0.047403276,0.080515859,0.84977344,1423,0.93886156,0.06113844,379610865,94907
480,3,Y,1,11,3,0,3/2/16 0:00,913000,3,1812,Good,Common Brick,Metal- Sms,Hardwood,1,1,3000,1400.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2998,0.778519013,0.118745831,0.001667779,0.053368913,0,0.051367578,0.077384923,0.815877252,1612,0.913151365,0.086848635,226932847,122810
481,2.5,Y,1,6,3,1,3/2/16 0:00,681000,4,1720,Good,Common Brick,Typical,Hardwood,1,0,2834,2000.02,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,3813,0.204038815,0.602412798,0.00367165,0.014162077,0.002360346,0.178599528,0.208234986,0.785208497,1436,0.928969359,0.071030641,137968594,39738.5
482,2,Y,1,6,4,1,3/2/16 0:00,682000,4,1748,Good,Common Brick,Metal- Sms,Hardwood,1,0,1592,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4913,0.226745369,0.593730918,0.004477916,0.018725829,0.000203542,0.155098718,0.24180745,0.805414207,1840,0.907065217,0.092934783,139048784,35833.5
483,1,N,1,6,2,0,3/2/16 0:00,489000,4,878,Average,Vinyl Siding,Metal- Sms,Hardwood,1,1,947,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4913,0.226745369,0.593730918,0.004477916,0.018725829,0.000203542,0.155098718,0.24180745,0.805414207,1840,0.907065217,0.092934783,139048784,35833.5
484,1,N,1,7,3,0,3/2/16 0:00,599900,3,1280,Average,Common Brick,Metal- Sms,Hardwood,1,0,2544,2200.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3442,0.125508425,0.677222545,0.003486345,0.015979082,0,0.179546775,0.239105171,0.791400349,1186,0.935919056,0.064080944,100975796,38447
485,2.5,Y,1,7,4,1,3/2/16 0:00,620000,4,1280,Very Good,Common Brick,Metal- Sms,Hardwood,1,1,1301,2400,0,0,0,0,0,0.333333333,0,0,0.25,0.25,0,0.75,0,0,3618,0.219181868,0.633775567,0.004145937,0.016583748,0.000276396,0.12962963,0.189331122,0.815644002,1384,0.921242775,0.078757225,129540107,44564.5
486,3.5,Y,1,8,3,0,3/2/16 0:00,785000,2,1280,Very Good,Common Brick,Neopren,Hardwood,1,0,1621,9500.04,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3025,0.212561983,0.728595041,0.003305785,0.01322314,0,0.054545455,0.039669421,0.860495868,1354,0.926144756,0.073855244,92795105,48695.5
487,4,N,4,12,8,0,3/2/16 0:00,335000,3,2848,Average,Common Brick,Metal- Sms,Hardwood,4,0,1152,8800.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4119,0.074775431,0.875697985,0.007040544,0.008497208,0.000971109,0.041757708,0.041757708,0.801408109,1999,0.873436718,0.126563282,99751561,38882.5
488,4,N,4,12,4,0,3/2/16 0:00,335000,3,2784,Average,Common Brick,Built Up,Hardwood,4,0,1152,8800.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4119,0.074775431,0.875697985,0.007040544,0.008497208,0.000971109,0.041757708,0.041757708,0.801408109,1999,0.873436718,0.126563282,99751561,38882.5
489,3.5,Y,1,12,4,1,3/2/16 0:00,834000,3,1406,Very Good,Stucco,Metal- Sms,Hardwood,1,0,1595,8800.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4119,0.074775431,0.875697985,0.007040544,0.008497208,0.000971109,0.041757708,0.041757708,0.801408109,1999,0.873436718,0.126563282,99751561,38882.5
490,2.5,Y,1,6,3,1,3/2/16 0:00,399000,6,1184,Very Good,Common Brick,Built Up,Hardwood,1,0,1663,9100.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4127,0.028349891,0.925611825,0.002665374,0.003149988,0,0.043130603,0.04191907,0.736370245,1854,0.896440129,0.103559871,89120109.76,31903
491,1.5,N,1,6,3,0,3/2/16 0:00,248520,3,1037,Average,Brick/Siding,Comp Shingle,Hardwood/Carp,1,1,2731,9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4163,0.088878213,0.832812875,0.005524862,0.010088878,0,0.072303627,0.063896229,0.815998078,1792,0.921316964,0.078683036,139399116,52796.5
492,1,Y,1,5,2,0,3/2/16 0:00,180000,2,970,Average,Vinyl Siding,Comp Shingle,Hardwood,1,0,2729,7800.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2922,0.019849418,0.947296372,0.003080082,0.001368925,0,0.034565366,0.029431896,0.728610541,1339,0.847647498,0.152352502,48307774,28461
493,2.5,Y,1,6,3,1,3/2/16 0:00,276500,6,810,Good,Common Brick,Comp Shingle,Hardwood,1,0,1704,7800.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2922,0.019849418,0.947296372,0.003080082,0.001368925,0,0.034565366,0.029431896,0.728610541,1339,0.847647498,0.152352502,48307774,28461
494,3,Y,1,8,4,1,3/2/16 0:00,320000,3,1187,Good,Common Brick,Comp Shingle,Hardwood,1,0,4861,7800.06,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,2347,0.014912654,0.957392416,0.005538986,0.001278228,0.000426076,0.031955688,0.031955688,0.765658287,1102,0.87477314,0.12522686,42317490,30296.5
495,2,Y,1,6,2,1,3/2/16 0:00,220000,4,884,Average,Common Brick,Comp Shingle,Hardwood/Carp,1,0,2338,7700.03,0,0,0,0,0,1,0,2,0,0,0,0,0,0,5187,0.010217852,0.949296318,0.001927897,0.000963948,0.00019279,0.04626952,0.035858878,0.706574128,2338,0.899486741,0.100513259,76945859,26266
496,1.5,Y,1,5,3,1,3/2/16 0:00,396550,3,1056,Very Good,Common Brick,Built Up,Hardwood,1,0,2990,7500.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2451,0.010199918,0.966952264,0.002039984,0.001631987,0,0.028967768,0.00244798,0.674010608,1215,0.828806584,0.171193416,31827145,22229.5
497,1,N,1,6,2,1,3/2/16 0:00,55000,5,1066,Average,Shingle,Metal- Sms,Hardwood,1,0,1268,7500.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2425,0.016082474,0.95628866,0.003298969,0.002474227,0,0.029690722,0.015257732,0.676701031,1000,0.857,0.143,34675207,23658
498,2,Y,1,4,2,1,3/2/16 0:00,283000,3,1044,Good,Hardboard,Composition Ro,Hardwood,1,0,3025,9800.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693,0.006497342,0.983461311,0.000590667,0,0,0.011222682,0.015948021,0.670998228,848,0.798349057,0.201650943,17489336,21172
499,1.5,Y,1,7,3,0,3/2/16 0:00,240000,2,1075,Good,Stone,Comp Shingle,Hardwood,1,1,5838,10400,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,4365,0.029553265,0.942726231,0.002061856,0.002749141,0.000229095,0.035738832,0.019473081,0.77021764,1828,0.835886214,0.164113786,50092794,25363
500,1,Y,1,6,3,0,3/3/16 0:00,555000,3,1120,Average,Common Brick,Built Up,Hardwood/Carp,1,1,1350,10600,0,0,0,0,0,0,0,0,0,0,0,0,2.094486342,4.188972684,3933,0.412916349,0.5064836,0.003813883,0.032036613,0,0.053902873,0.045003814,0.863717264,1927,0.866632071,0.133367929,313701867,58798.5
501,2,N,2,7,4,0,3/3/16 0:00,936000,5,1222,Good,Common Brick,Metal- Sms,Hardwood,2,0,880,8100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2910,0.782130584,0.145017182,0.003780069,0.025773196,0.000343643,0.04742268,0.045704467,0.876632302,1549,0.937378954,0.062621046,194119047,90338
502,2.5,Y,1,6,2,0,3/3/16 0:00,981200,6,1368,Good,Common Brick,Metal- Sms,Hardwood,1,1,2962,300,0,0,0,0,0,0,0,0,0,0,0,0,2.533617943,0,6233,0.881918819,0.022300658,0.0017648,0.056473608,0.000160436,0.039467351,0.0648163,0.889138457,2912,0.945741758,0.054258242,358002514,70413
503,3.5,Y,1,9,5,0,3/3/16 0:00,995000,3,2078,Good,Wood Siding,Comp Shingle,Hardwood,1,1,4050,1100,0.333333333,0.333333333,0.333333333,0.333333333,0.25,0.25,0,0.25,0.5,0.5,1.5,2,4.634837814,0,4779,0.839506173,0.060682151,0.001883239,0.057124922,0.001255493,0.041640511,0.064030132,0.832810211,2234,0.948075201,0.051924799,480166743,114189.5
504,3,Y,1,6,3,1,3/3/16 0:00,734000,4,1800,Good,Common Brick,Metal- Sms,Hardwood,1,1,2226,2400,0,0,0,0,0,0.333333333,0,0,0.25,0.25,0,0.75,0,0,3618,0.219181868,0.633775567,0.004145937,0.016583748,0.000276396,0.12962963,0.189331122,0.815644002,1384,0.921242775,0.078757225,129540107,44564.5
505,2.5,Y,1,5,3,1,3/3/16 0:00,457000,4,1088,Good,Common Brick,Built Up,Hardwood,1,0,1560,1700.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2644,0.385779123,0.507564297,0.002269289,0.029878971,0.000378215,0.08698941,0.080181543,0.8596823,1312,0.9375,0.0625,118391616,59590
506,3,Y,1,10,6,0,3/3/16 0:00,112760,8,1976,Very Good,Vinyl Siding,Comp Shingle,Hardwood,1,1,4880,9300.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1189,0.185870479,0.702270816,0.009251472,0.016820858,0,0.100925147,0.105130362,0.805719092,545,0.844036697,0.155963303,38583475,40697.5
507,2,Y,1,6,3,0,3/3/16 0:00,480000,7,817,Good,Aluminum,Comp Shingle,Hardwood,1,1,3975,9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4163,0.088878213,0.832812875,0.005524862,0.010088878,0,0.072303627,0.063896229,0.815998078,1792,0.921316964,0.078683036,139399116,52796.5
508,3.5,Y,1,6,3,0,3/3/16 0:00,589995,2,1620,Excellent,Face Brick,Comp Shingle,Hardwood,1,0,957,11100,0,0,0,0,0,1,0,1,0,0.166666667,0,0.166666667,0,0.427335794,4859,0.06626878,0.862728957,0.004939288,0.003087055,0.000205804,0.07470673,0.069355835,0.811895452,1868,0.924518201,0.075481799,122414153,42315
509,1,N,1,6,3,0,3/3/16 0:00,336000,2,1152,Average,Common Brick,Comp Shingle,Hardwood/Carp,1,1,4100,11100,0,0,0,0,0,1,0,1,0,0.166666667,0,0.166666667,0,0.427335794,4859,0.06626878,0.862728957,0.004939288,0.003087055,0.000205804,0.07470673,0.069355835,0.811895452,1868,0.924518201,0.075481799,122414153,42315
510,1,N,1,6,2,1,3/3/16 0:00,170000,3,840,Average,Shingle,Comp Shingle,Hardwood,1,0,4202,7800.03,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,3293,0.010932281,0.949286365,0.004555117,0.002429396,0,0.040692378,0.031278469,0.772244154,1652,0.870460048,0.129539952,61989776,29393.5
511,7.5,Y,4,18,5,0,3/3/16 0:00,380000,3,2038,Average,Common Brick,Built Up,Hardwood,4,0,3500,7600.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4355,0.032146958,0.943513203,0.001607348,0.004822044,0,0.026865672,0.014006889,0.783237658,2196,0.844717668,0.155282332,82541867,30846
512,1.5,Y,1,5,2,1,3/3/16 0:00,215000,6,830,Good,Common Brick,Slate,Hardwood,1,0,1243,9900.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2249,0.041796354,0.93108048,0.006669631,0.001333926,0,0.025344598,0.01734104,0.83414851,1070,0.941121495,0.058878505,78879964,51745
513,2.5,Y,1,7,4,1,3/3/16 0:00,324000,3,1080,Very Good,Common Brick,Built Up,Hardwood,1,0,2300,10400,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,4365,0.029553265,0.942726231,0.002061856,0.002749141,0.000229095,0.035738832,0.019473081,0.77021764,1828,0.835886214,0.164113786,50092794,25363
514,1.5,Y,1,7,3,1,3/4/16 0:00,917416,3,1692,Good,Common Brick,Metal- Sms,Wood Floor,1,0,2700,6900,0,0,0,0,0,0,0,0,0,0,0,0,6.313038849,0,2179,0.644332263,0.291877008,0.003212483,0.027994493,0.000917852,0.03304268,0.039926572,0.866452501,1190,0.936134454,0.063865546,136440279,86964.5
515,2,Y,1,7,3,0,3/4/16 0:00,935000,5,1716,Good,Stucco,Comp Shingle,Hardwood,1,1,4863,1400.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3078,0.825536062,0.05782976,0.001624431,0.064327485,0,0.053281352,0.068226121,0.785899935,1478,0.957374831,0.042625169,298582687,96830.5
516,2.5,Y,1,6,3,1,3/4/16 0:00,790000,2,1120,Average,Common Brick,Comp Shingle,Hardwood,1,1,3500,1200,0,0,0,0,0,0,0,0,0,0,0,0,2.126263117,0,5008,0.813298722,0.054313099,0.003594249,0.077476038,0.000599042,0.051317891,0.079672524,0.866214058,2633,0.955563995,0.044436005,340349324,89304
517,3.5,Y,1,8,4,1,3/4/16 0:00,724900,3,1964,Good,Common Brick,Slate,Hardwood,1,1,4000,1900.01,0,0,0,0,0,1,1,1,0,0,0,0,3.367690625,0,4016,0.105577689,0.752739044,0.007719124,0.008964143,0.000747012,0.136205179,0.15562749,0.794322709,1603,0.937616968,0.062383032,119188692,42401
518,3,N,1,9,5,0,3/4/16 0:00,715000,3,2376,Good,Vinyl Siding,Comp Shingle,Hardwood,1,0,7500,9500.04,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3025,0.212561983,0.728595041,0.003305785,0.01322314,0,0.054545455,0.039669421,0.860495868,1354,0.926144756,0.073855244,92795105,48695.5
519,2.5,Y,1,7,3,0,3/4/16 0:00,350000,3,1216,Very Good,Vinyl Siding,Comp Shingle,Hardwood/Carp,1,0,768,9600.02,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,3280,0.007317073,0.965243902,0.002743902,0.000914634,0,0.032012195,0.012195122,0.697256098,1545,0.935275081,0.064724919,45174162,25037
520,3,Y,1,7,3,0,3/4/16 0:00,420769,3,1540,Very Good,Brick/Siding,Comp Shingle,Hardwood/Carp,1,0,1244,9600.02,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,3280,0.007317073,0.965243902,0.002743902,0.000914634,0,0.032012195,0.012195122,0.697256098,1545,0.935275081,0.064724919,45174162,25037
521,1,Y,1,6,2,1,3/4/16 0:00,270000,4,884,Good,Common Brick,Comp Shingle,Hardwood,1,0,2274,7700.03,0,0,0,0,0,1,0,2,0,0,0,0,0,0,5187,0.010217852,0.949296318,0.001927897,0.000963948,0.00019279,0.04626952,0.035858878,0.706574128,2338,0.899486741,0.100513259,76945859,26266
522,2.5,Y,2,10,3,0,3/7/16 0:00,810800,5,1506,Average,Common Brick,Built Up,Hardwood,2,0,1902,5000.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6021,0.535625311,0.191330344,0.005480817,0.054476001,0.000830427,0.208104966,0.278359077,0.910147816,3853,0.901894628,0.098105372,259592000,59810.5
523,2.5,N,1,8,3,1,3/7/16 0:00,850000,2,1512,Average,Common Brick,Built Up,Hardwood,2,0,1269,8100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2910,0.782130584,0.145017182,0.003780069,0.025773196,0.000343643,0.04742268,0.045704467,0.876632302,1549,0.937378954,0.062621046,194119047,90338
524,1.5,Y,1,7,4,0,3/7/16 0:00,600000,3,1020,Average,Common Brick,Metal- Sms,Hardwood,1,0,1445,6800.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2084,0.449616123,0.490403071,0.002879079,0.018234165,0,0.048464491,0.045105566,0.841650672,1004,0.917330677,0.082669323,117623354,70190
525,3.5,Y,1,7,4,1,3/7/16 0:00,1075000,4,2139,Good,Common Brick,Metal- Sms,Hardwood,1,1,2048,2500.01,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,2554,0.240015662,0.560689115,0.004306969,0.009788567,0.001566171,0.188332028,0.230618637,0.819107283,1042,0.96353167,0.03646833,87120014,35144
526,1.5,N,1,6,2,0,3/7/16 0:00,642000,4,1152,Fair,Common Brick,Metal- Sms,Hardwood,1,0,1368,2100.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5309,0.127142588,0.621774345,0.006404219,0.01864758,0.001695235,0.21925033,0.310981352,0.782633264,2183,0.908382959,0.091617041,126189873,30443
527,1.5,Y,1,7,4,0,3/7/16 0:00,415000,2,1448,Average,Common Brick,Built Up,Hardwood,1,0,3662,1900.01,0,0,0,0,0,1,1,1,0,0,0,0,3.367690625,0,4016,0.105577689,0.752739044,0.007719124,0.008964143,0.000747012,0.136205179,0.15562749,0.794322709,1603,0.937616968,0.062383032,119188692,42401
528,1,N,1,6,2,0,3/7/16 0:00,295000,2,1034,Average,Common Brick,Comp Shingle,Carpet,1,0,2096,9500.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2630,0.05513308,0.864638783,0.001140684,0.009505703,0.002281369,0.07756654,0.076425856,0.835361217,1217,0.935086278,0.064913722,105022944,46330
